run_id,algo_name,instance_id,seed,timestamp,num_jobs,num_machines,num_distributors,num_episodes,total_tardiness,tardy_penalty,objective_value,final_makespan,avg_makespan,on_time_rate,avg_flow_time,avg_waiting_time,machine_utilization,demand_coverage,avg_reward,std_reward,best_reward,final_reward,total_time_s,time_per_episode_s,time_per_step_ms,total_steps,learning_rate,batch_size,epsilon_start,epsilon_end,algorithm_type,episode_rewards_series
20251021_102014_42,True_Hierarchical_RL_Production+Delivery,Small-0J2M2D,42,2025-10-21 10:20:14,4,2,2,50,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,101.0,101.0,0.0,0.0,0.0,"[0.15346534653465346, 0.3316831683168317, 0.5247524752475248, 0.5841584158415841, 0.7920792079207921, 0.9801980198019802, 1.198019801980198, 1.396039603960396, 1.5445544554455446, 1.7376237623762376, 1.896039603960396, 2.0792079207920793, 2.227722772277228, 2.4702970297029703, 2.51980198019802, 2.6782178217821784, 2.787128712871287, 2.985148514851485, 3.217821782178218, 3.3465346534653464, 3.4455445544554455, 3.5445544554455446, 3.732673267326733, 3.891089108910891, 3.99009900990099, 4.138613861386139, 4.336633663366337, 4.485148514851486, 4.683168316831683, 4.891089108910891, 4.99009900990099, 5.2227722772277225, 5.371287128712871, 5.52970297029703, 5.673267326732673, 5.821782178217822, 6.00990099009901, 6.158415841584159, 6.371287128712871, 6.48019801980198, 6.658415841584159, 6.856435643564357, 7.034653465346534, 7.133663366336633, 7.282178217821782, 7.381188118811881, 7.603960396039604, 7.846534653465347, 8.029702970297029, 8.128712871287128]",0.0,16.81468364357638,6.261821578784106,31.18205398798413,7.6873646858911,16.12681818008423,0.3225363636016846,7.734684978457663,2085,1.5e-05,12,0.8,0.0005,Unknown,"16.6382,31.1821,27.6883,7.1670,23.7567,28.5256,21.4891,13.7395,9.5273,11.1940,9.0702,28.3283,12.2256,24.5438,7.0370,10.4164,8.4197,13.7935,16.2660,22.1482,15.2011,16.4113,16.2503,14.6227,9.8503,20.1828,20.7020,8.3377,22.0180,20.7897,7.7018,20.0229,14.5963,14.9843,9.5668,18.3135,23.4987,18.6680,20.3995,9.9652,17.4377,14.6691,18.2638,16.4988,14.5677,14.8718,24.2166,26.2894,20.9925,7.6874"
